Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7897,b'Boogie',b'PS2',2007,b'Misc',b'Electronic Arts',0.09,0.07,0.0,0.02,0.19
7898,b'Gungrave',b'PS2',2002,b'Shooter',b'Activision',0.09,0.07,0.0,0.02,0.19
7899,b'Phantasy Star Universe',b'PS2',2006,b'Role-Playing',b'Sega',0.0,0.0,0.19,0.0,0.19
7900,b'Transworld Surf',b'PS2',2002,b'Sports',b'Atari',0.09,0.07,0.0,0.02,0.19
7901,b'God Eater Resurrection',b'PSV',2015,b'Action',b'Namco Bandai Games',0.0,0.0,0.19,0.0,0.19
7902,b'Tenchu: Fatal Shadows',b'PS2',2004,b'Action',b'Sega',0.09,0.07,0.0,0.02,0.19
7903,b'Active Health with Carol Vorderman',b'DS',2009,b'Sports',b'Nintendo',0.0,0.18,0.0,0.01,0.19
7904,b'Escape The Museum',b'DS',2010,b'Adventure',b'Astragon',0.05,0.12,0.0,0.02,0.19
7905,b'The Legend of Spyro: A New Beginning',b'GC',2006,b'Platform',b'Vivendi Games',0.15,0.04,0.0,0.01,0.19
7906,b'International Soccer',b'2600',1981,b'Sports',b'Mattel Interactive',0.18,0.01,0.0,0.0,0.19
7907,b'Sing4: The Hits Edition',b'Wii',2011,b'Misc',b'Crave Entertainment',0.18,0.0,0.0,0.01,0.19
7908,b'Jewel Master: Cradle of Athena',b'DS',2010,b'Puzzle',b'Storm City Games',0.18,0.0,0.0,0.01,0.19
7909,b'Princess Maker: Yumemiru Yosei',b'PS',1997,b'Strategy',b'Sony Computer Entertainment',0.0,0.0,0.18,0.01,0.19
7910,b'Pet Zombies',b'3DS',2006,b'Simulation',b'Majesco Entertainment',0.18,0.0,0.0,0.01,0.19
7911,b'Big Air',b'PS',1999,b'Sports',b'Accolade',0.1,0.07,0.0,0.01,0.19
7912,b'Shining Force II',b'GEN',1993,b'Strategy',b'Sega',0.0,0.0,0.19,0.0,0.19
7913,b'Gallop Racer',b'PS',1999,b'Sports',b'Tecmo Koei',0.0,0.0,0.18,0.01,0.19
7914,b'Harry Potter and the Prisoner of Azkaban',b'XB',2004,b'Action',b'Electronic Arts',0.14,0.04,0.0,0.01,0.19
7915,b'NASCAR Unleashed',b'3DS',2011,b'Racing',b'Activision',0.18,0.0,0.0,0.01,0.19
7916,b'3rd Super Robot Wars Z Jigoku Hen',b'PSV',2014,b'Role-Playing',b'Namco Bandai Games',0.0,0.0,0.19,0.0,0.19
7917,b'Sudoku Gridmaster (JP sales)',b'DS',2006,b'Puzzle',b'Nintendo',0.0,0.0,0.19,0.0,0.19
7918,b'Dynasty Warriors Gundam',b'X360',2007,b'Action',b'Namco Bandai Games',0.15,0.01,0.02,0.01,0.19
7919,b'Taiko no Tatsujin: Wii U Version!',b'WiiU',2013,b'Misc',b'Namco Bandai Games',0.0,0.0,0.19,0.0,0.19
7920,b'Monsters vs. Aliens',b'PS2',2009,b'Action',b'Activision',0.11,0.0,0.0,0.08,0.19
7921,b'CSI: Fatal Conspiracy',b'PS3',2010,b'Adventure',b'Ubisoft',0.11,0.05,0.0,0.02,0.19
7922,b'College Slam',b'PS',1995,b'Sports',b'Acclaim Entertainment',0.1,0.07,0.0,0.01,0.19
7923,b'Arcania: Gothic 4',b'PC',2010,b'Role-Playing',b'JoWood Productions',0.09,0.08,0.0,0.02,0.19
7924,b'Mushroom Men: The Spore Wars',b'Wii',2008,b'Action',b'SouthPeak Games',0.17,0.01,0.0,0.01,0.19
7925,b'Zumba Fitness Rush',b'X360',2012,b'Sports',b'505 Games',0.0,0.16,0.0,0.02,0.19
7926,b'Pro Yaky? Spirits 4',b'PS2',2007,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.19,0.0,0.19
7927,b'Pictionary',b'DS',2010,b'Puzzle',b'THQ',0.1,0.07,0.0,0.02,0.19
7928,b'SoulCalibur Legends',b'Wii',2007,b'Action',b'Namco Bandai Games',0.16,0.01,0.0,0.01,0.19
7929,b'Daigasso! Band Brothers',b'DS',2004,b'Misc',b'Nintendo',0.0,0.0,0.19,0.0,0.19
7930,b'Rise of the Kasai',b'PS2',2005,b'Action',b'Sony Computer Entertainment',0.09,0.07,0.0,0.02,0.19
7931,b'Thoroughbred Breeder',b'SNES',1993,b'Simulation',b'Hect',0.0,0.0,0.19,0.0,0.19
7932,b'F1 2011',b'PC',2011,b'Racing',b'Codemasters',0.0,0.15,0.0,0.04,0.19
7933,b'Momotarou Dentetsu World',b'DS',2010,b'Misc',b'Hudson Soft',0.0,0.0,0.19,0.0,0.19
7934,b'Nobunaga no Yabou: Souzou',b'PS3',2013,b'Strategy',b'Tecmo Koei',0.0,0.0,0.19,0.0,0.19
7935,b'Doctor Who: Return to Earth',b'Wii',2010,b'Adventure',b'Asylum Entertainment',0.0,0.16,0.0,0.02,0.19
7936,b'The Munchables',b'Wii',2009,b'Action',b'Namco Bandai Games',0.17,0.0,0.0,0.01,0.19
7937,b'We Dance',b'Wii',2011,b'Misc',b'Nordic Games',0.0,0.17,0.0,0.02,0.19
7938,b'Chibi-Robo! Park Patrol',b'DS',2007,b'Adventure',b'Unknown',0.0,0.0,0.19,0.0,0.19
7939,b'Bolt',b'PS3',2008,b'Adventure',b'Disney Interactive Studios',0.12,0.05,0.0,0.02,0.19
7940,b'Singstar: Ultimate Party',b'PS4',2014,b'Misc',b'Sony Computer Entertainment Europe',0.0,0.16,0.0,0.03,0.19
7941,b'Mathews Bowhunting',b'Wii',2010,b'Sports',b'Zoo Games',0.18,0.0,0.0,0.01,0.19
7942,b'3rd Super Robot Wars Z: Tengoku-Hen',b'PSV',2015,b'Action',b'Namco Bandai Games',0.0,0.0,0.19,0.0,0.19
7943,b'One Piece: Unlimited Adventure',b'Wii',2007,b'Adventure',b'Namco Bandai Games',0.07,0.0,0.11,0.01,0.19
7944,b'Remington Super Slam Hunting: North America',b'Wii',2010,b'Sports',b'Mastiff',0.18,0.0,0.0,0.01,0.19
7945,b'Crash & Spyro Superpack',b'GBA',2005,b'Platform',b'Vivendi Games',0.13,0.05,0.0,0.0,0.19
7946,b'Earth Defense Force: Insect Armageddon',b'X360',2011,b'Shooter',b'D3Publisher',0.1,0.05,0.03,0.01,0.19
7947,b'Face Training',b'DS',2007,b'Misc',b'Nintendo',0.0,0.0,0.19,0.0,0.19
7948,b'Star Trek: Legacy',b'X360',2006,b'Simulation',b'Ubisoft',0.14,0.03,0.0,0.02,0.19
7949,b'ThunderStrike 2',b'PS',1994,b'Simulation',b'Core Design Ltd.',0.1,0.07,0.0,0.01,0.19
7950,"b""Disney's Meet the Robinsons""",b'Wii',2007,b'Action',b'Disney Interactive Studios',0.17,0.0,0.0,0.01,0.19
7951,b'Call of Duty: World at War',b'PC',2008,b'Shooter',b'Activision',0.02,0.13,0.0,0.03,0.19
7952,b'Pro Yaky? Spirits 2012',b'PS3',2012,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.19,0.0,0.19
7953,b'Kuma-Tomo',b'3DS',2013,b'Misc',b'Namco Bandai Games',0.0,0.0,0.19,0.0,0.19
7954,b'Super Real Mahjong P V',b'SAT',1995,b'Misc',b'Seta Corporation',0.0,0.0,0.19,0.0,0.19
7955,b'Thomas the Tank Engine & Friends',b'GBA',2004,b'Adventure',b'unknown',0.13,0.05,0.0,0.0,0.19
7956,b'Grand Slam Tennis 2',b'X360',2012,b'Sports',b'Electronic Arts',0.1,0.07,0.0,0.02,0.19
7957,b'Penguin no Mondai X: Tenkuu no 7 Senshi',b'DS',2009,b'Action',b'Konami Digital Entertainment',0.0,0.0,0.19,0.0,0.19
7958,b'The Scorpion King: Sword of Osiris',b'GBA',2002,b'Action',b'Vivendi Games',0.13,0.05,0.0,0.0,0.19
7959,b'Bubsy 3D',b'PS',1996,b'Platform',b'Accolade',0.1,0.07,0.0,0.01,0.19
7960,b'Reel Fishing Paradise 3D',b'3DS',2011,b'Sports',b'Marvelous Interactive',0.12,0.0,0.06,0.01,0.19
7961,b'NCAA Final Four 2001',b'PS2',2000,b'Sports',b'Sony Computer Entertainment',0.09,0.07,0.0,0.02,0.19
7962,b'Farmtopia',b'DS',2010,b'Simulation',b'505 Games',0.18,0.0,0.0,0.01,0.19
7963,b'Robin Hood: Defender of the Crown',b'PS2',2003,b'Strategy',b'Capcom',0.09,0.07,0.0,0.02,0.19
7964,b'SD Gundam GX',b'SNES',1994,b'Strategy',b'Namco Bandai Games',0.0,0.0,0.19,0.0,0.19
7965,b'R-Type Final',b'PS2',2003,b'Shooter',b'Metro 3D',0.09,0.07,0.0,0.02,0.19
7966,b'Jackie Chan Adventures: Legend of the Dark Hand',b'GBA',2001,b'Action',b'Activision',0.13,0.05,0.0,0.0,0.19
7967,b'MotoGP',b'Wii',2009,b'Racing',b'Capcom',0.05,0.11,0.0,0.02,0.19
7968,b'Sega GT 2002',b'XB',2002,b'Racing',b'Sega',0.12,0.03,0.03,0.01,0.19
7969,b'Ty the Tasmanian Tiger 3: Night of the Quinkan',b'PS2',2005,b'Action',b'Activision',0.09,0.07,0.0,0.02,0.19
7970,b'WWE SmackDown vs. Raw 2009',b'DS',2008,b'Fighting',b'THQ',0.15,0.02,0.0,0.01,0.19
7971,b'Pro Evolution Soccer 2014',b'3DS',2013,b'Action',b'Konami Digital Entertainment',0.0,0.0,0.19,0.0,0.19
7972,b'Samurai Warriors 2: Empires',b'PS2',2006,b'Action',b'Tecmo Koei',0.0,0.0,0.19,0.0,0.19
7973,b'Blood Omen 2',b'XB',2002,b'Action',b'Eidos Interactive',0.14,0.04,0.0,0.01,0.19
7974,b'Jurassic: The Hunted',b'PS3',2009,b'Shooter',b'Activision',0.17,0.0,0.0,0.02,0.19
7975,b'J-League Pro Soccer Club o Tsukurou! 5',b'PS2',2007,b'Sports',b'Sega',0.0,0.0,0.19,0.0,0.19
7976,b'Harry Potter: Quidditch World Cup',b'XB',2003,b'Sports',b'Electronic Arts',0.14,0.04,0.0,0.01,0.19
7977,b'Dance Central: Spotlight',b'XOne',2014,b'Misc',b'Microsoft Game Studios',0.15,0.03,0.0,0.0,0.19
7978,b'Little Battlers eXperience W',b'PSP',2012,b'Role-Playing',b'Level 5',0.0,0.0,0.19,0.0,0.19
7979,b'Magical Starsign (US sales)',b'DS',2006,b'Role-Playing',b'Nintendo',0.16,0.03,0.0,0.0,0.19
7980,b'Tekken Tag Tournament 2',b'WiiU',2012,b'Fighting',b'Namco Bandai Games',0.09,0.07,0.01,0.01,0.19
7981,b'Hot Wheels: Battle Force 5',b'Wii',2009,b'Racing',b'Activision',0.17,0.0,0.0,0.01,0.19
7982,b'Dragon Blade: Wrath of Fire',b'Wii',2007,b'Action',b'D3Publisher',0.17,0.0,0.0,0.01,0.19
7983,b'La Pucelle: Tactics',b'PS2',2002,b'Role-Playing',b'Tecmo Koei',0.09,0.07,0.0,0.02,0.19
7984,b'Phantasy Star Nova',b'PSV',2014,b'Role-Playing',b'Sega',0.0,0.0,0.19,0.0,0.19
7985,b'SBK X: Superbike World Championship',b'X360',2010,b'Racing',b'Black Bean Games',0.1,0.07,0.0,0.02,0.19
7986,b'Samurai Warriors: State of War',b'PSP',2005,b'Action',b'Tecmo Koei',0.07,0.0,0.11,0.01,0.19
7987,b'Tiger Woods PGA Tour 07',b'XB',2006,b'Sports',b'Electronic Arts',0.13,0.05,0.0,0.01,0.19
7988,b'Call of Juarez',b'X360',2007,b'Shooter',b'Ubisoft',0.14,0.02,0.0,0.01,0.19
7989,b'Star Wars: The Clone Wars & Tetris Worlds',b'XB',2002,b'Misc',b'Microsoft Game Studios',0.14,0.04,0.0,0.01,0.19
7990,b'The Bee Game',b'DS',2007,b'Adventure',b'Midway Games',0.17,0.0,0.0,0.01,0.19
7991,b'EverQuest Online Adventures: Frontiers',b'PS2',2003,b'Role-Playing',b'Sony Online Entertainment',0.09,0.07,0.0,0.02,0.19
7992,"b""Cabela's Survival: Shadows of Katmai""",b'X360',2011,b'Sports',b'Activision',0.14,0.03,0.0,0.01,0.19
7993,b'NBA Ballers: Chosen One',b'X360',2008,b'Sports',b'Midway Games',0.17,0.0,0.0,0.01,0.19
7994,b'WWE All Stars',b'PSP',2011,b'Fighting',b'THQ',0.12,0.04,0.0,0.03,0.19
7995,b'Treasures of the Deep',b'PS',1997,b'Action',b'Namco Bandai Games',0.1,0.07,0.0,0.01,0.19
7996,b'Phantasy Star Online Ver. 2',b'DC',2001,b'Role-Playing',b'Sega',0.0,0.0,0.19,0.0,0.19
7997,b'EyePet & Friends',b'PS3',2011,b'Simulation',b'Sony Computer Entertainment',0.06,0.09,0.0,0.03,0.19
7998,b'The Lord of the Rings: War in the North',b'PC',2011,b'Action',b'Warner Bros. Interactive Entertainment',0.04,0.11,0.0,0.03,0.18
7999,b'Major League Baseball 2K10',b'PS3',2010,b'Sports',b'Take-Two Interactive',0.17,0.0,0.0,0.01,0.18
8000,b'Fight Club',b'PS2',2004,b'Fighting',b'Vivendi Games',0.09,0.07,0.0,0.02,0.18
8001,b'Hello Kitty: Birthday Adventures',b'DS',2010,b'Adventure',b'Namco Bandai Games',0.06,0.11,0.0,0.02,0.18
8002,b'Syndicate',b'X360',2012,b'Shooter',b'Electronic Arts',0.1,0.06,0.0,0.02,0.18
8003,b'Dance Dance Revolution: Disney Grooves',b'Wii',2009,b'Simulation',b'Konami Digital Entertainment',0.17,0.0,0.0,0.01,0.18
8004,b'Pure Futbol',b'X360',2010,b'Sports',b'Ubisoft',0.08,0.09,0.0,0.02,0.18
8005,b'Harvest Moon: A Wonderful Life Special Edition',b'PS2',2004,b'Simulation',b'505 Games',0.09,0.07,0.0,0.02,0.18
8006,b'Sports Illustrated for Kids: Football',b'GBA',2003,b'Sports',b'BAM! Entertainment',0.13,0.05,0.0,0.0,0.18
8007,b'The Last Airbender',b'DS',2010,b'Action',b'THQ',0.13,0.04,0.0,0.01,0.18
8008,b'Happy Cooking',b'DS',2006,b'Simulation',b'Ubisoft',0.17,0.0,0.0,0.01,0.18
8009,b'.hack//Quarantine Part 4: The Final Chapter',b'PS2',2003,b'Role-Playing',b'Atari',0.09,0.07,0.0,0.02,0.18
8010,b'Close Combat: First to Fight',b'XB',2005,b'Shooter',b'Take-Two Interactive',0.14,0.04,0.0,0.01,0.18
8011,b'MotoGP 14',b'PS4',2014,b'Racing',b'Milestone S.r.l.',0.04,0.11,0.0,0.04,0.18
8012,"b""Indiana Jones and the Emperor's Tomb""",b'XB',2003,b'Action',b'LucasArts',0.14,0.04,0.0,0.01,0.18
8013,b'NBA Live 08',b'Wii',2007,b'Sports',b'Electronic Arts',0.17,0.0,0.0,0.02,0.18
8014,b'Buffy the Vampire Slayer: Chaos Bleeds',b'PS2',2003,b'Action',b'Vivendi Games',0.09,0.07,0.0,0.02,0.18
8015,b'Half-Minute Hero',b'PSP',2009,b'Role-Playing',b'Rising Star Games',0.08,0.02,0.07,0.02,0.18
8016,b'Rock Band Track Pack Volume 2',b'X360',2008,b'Misc',b'MTV Games',0.16,0.01,0.0,0.01,0.18
8017,b'Reel Fishing II',b'PS',2000,b'Sports',b'Victor Interactive',0.1,0.07,0.0,0.01,0.18
8018,b'Ringling Bros. and Barnum & Bailey Circus',b'Wii',2009,b'Action',b'Take-Two Interactive',0.17,0.0,0.0,0.01,0.18
8019,b'The Walking Dead: Season One',b'PSV',2013,b'Adventure',b'Square Enix',0.14,0.0,0.01,0.03,0.18
8020,b'Ty the Tasmanian Tiger',b'XB',2002,b'Platform',b'Electronic Arts',0.14,0.04,0.0,0.01,0.18
8021,b'Dead or Alive',b'SAT',1997,b'Fighting',b'Tecmo Koei',0.0,0.0,0.18,0.0,0.18
8022,b'Driving Emotion Type-S',b'PS2',2000,b'Racing',b'Electronic Arts',0.04,0.03,0.11,0.01,0.18
8023,b'Siren',b'PS2',2003,b'Adventure',b'Sony Computer Entertainment',0.09,0.07,0.0,0.02,0.18
8024,"b'The Chronicles of Narnia: The Lion, The Witch and The Wardrobe'",b'DS',2005,b'Action',b'Disney Interactive Studios',0.15,0.02,0.0,0.01,0.18
8025,b'NARC',b'XB',2005,b'Shooter',b'Midway Games',0.14,0.04,0.0,0.01,0.18
8026,b'Naruto Shippuden: Dragon Blade Chronicles',b'Wii',2009,b'Action',b'505 Games',0.11,0.02,0.05,0.01,0.18
8027,b'Dynasty Warriors 8: Empires',b'PS4',2014,b'Action',b'Tecmo Koei',0.06,0.07,0.03,0.02,0.18
8028,b'Super Robot Taisen J',b'GBA',2005,b'Strategy',b'Banpresto',0.0,0.0,0.18,0.0,0.18
8029,b'Evolve',b'PC',2015,b'Shooter',b'Take-Two Interactive',0.07,0.1,0.0,0.01,0.18
8030,b'Nep League DS',b'DS',2007,b'Sports',b'Jaleco',0.0,0.0,0.18,0.0,0.18
8031,b'Ar tonelico 2: Melody of Metafalica',b'PS2',2007,b'Role-Playing',b'Nippon Ichi Software',0.04,0.03,0.11,0.01,0.18
8032,b'de Blob 2',b'Wii',2011,b'Platform',b'THQ',0.11,0.06,0.0,0.02,0.18
8033,b'Lips: Party Classics',b'X360',2010,b'Misc',b'Microsoft Game Studios',0.05,0.11,0.0,0.02,0.18
8034,b'Casper: Friends Around the World',b'PS',2000,b'Action',b'TDK Core',0.1,0.07,0.0,0.01,0.18
8035,b'Borderlands',b'PC',2009,b'Shooter',b'Take-Two Interactive',0.01,0.14,0.0,0.04,0.18
8036,b'Jurassic Park III: Island Attack',b'GBA',2001,b'Adventure',b'Konami Digital Entertainment',0.13,0.05,0.0,0.0,0.18
8037,b'Chaotic: Shadow Warriors',b'DS',2009,b'Action',b'Activision',0.17,0.0,0.0,0.01,0.18
8038,b'Ghostbusters: The Video Game',b'PSP',2009,b'Action',b'Atari',0.16,0.01,0.0,0.02,0.18
8039,b'GameBoy Wars',b'GB',1991,b'Strategy',b'Nintendo',0.0,0.0,0.18,0.0,0.18
8040,b'Amplitude',b'PS2',2003,b'Misc',b'Sony Computer Entertainment',0.09,0.07,0.0,0.02,0.18
8041,b'Alone in the Dark',b'Wii',2008,b'Adventure',b'Atari',0.09,0.08,0.0,0.02,0.18
8042,b'Company of Heroes: Anthology',b'PC',2009,b'Strategy',b'THQ',0.0,0.15,0.0,0.04,0.18
8043,b'Shape Up',b'XOne',2014,b'Misc',b'Ubisoft',0.08,0.09,0.0,0.01,0.18
8044,b'Gauntlet: Seven Sorrows',b'XB',2005,b'Role-Playing',b'Midway Games',0.14,0.04,0.0,0.01,0.18
8045,b'AirForce Delta Storm',b'XB',2001,b'Shooter',b'Konami Digital Entertainment',0.14,0.04,0.0,0.01,0.18
8046,b'Trauma Team',b'Wii',2006,b'Simulation',b'Unknown',0.15,0.0,0.02,0.01,0.18
8047,b'Monopoly Party',b'XB',2002,b'Misc',b'Infogrames',0.14,0.04,0.0,0.01,0.18
8048,b'Fear Effect 2: Retro Helix',b'PS',2001,b'Action',b'Eidos Interactive',0.1,0.07,0.0,0.01,0.18
8049,b'How to Train Your Dragon',b'PS3',2010,b'Action',b'Activision',0.12,0.04,0.0,0.02,0.18
8050,b'Remember Me',b'X360',2013,b'Action',b'Capcom',0.1,0.07,0.0,0.02,0.18
8051,b'International Superstar Soccer 2000 (JP weekly sales)',b'N64',1999,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.18,0.0,0.18
8052,b'Chocobo no Fushigi Dungeon for WonderSwan',b'WS',1999,b'Role-Playing',b'Namco Bandai Games',0.0,0.0,0.18,0.0,0.18
8053,b'Klonoa: Door to Phantomile',b'PS',1997,b'Platform',b'Sony Computer Entertainment',0.0,0.0,0.17,0.01,0.18
8054,b'Vietcong: Purple Haze',b'PS2',2004,b'Shooter',b'Gathering of Developers',0.09,0.07,0.0,0.02,0.18
8055,b'Hitman: HD Trilogy',b'X360',2013,b'Action',b'Square Enix',0.07,0.09,0.0,0.02,0.18
8056,b'Atari Anniversary Advance',b'GBA',2002,b'Misc',b'Atari',0.13,0.05,0.0,0.0,0.18
8057,b'Summer Athletics: The Ultimate Challenge',b'PS2',2008,b'Sports',b'DTP Entertainment',0.0,0.0,0.0,0.18,0.18
8058,b'Driver: San Francisco',b'PC',2011,b'Racing',b'Ubisoft',0.05,0.1,0.0,0.03,0.18
8059,b'Metal Gear Ac!d 2',b'PSP',2005,b'Strategy',b'Konami Digital Entertainment',0.11,0.01,0.05,0.01,0.18
8060,b'Hatsune Miku and Future Stars: Project Mirai',b'3DS',2012,b'Misc',b'Sega',0.0,0.0,0.18,0.0,0.18
8061,"b""Let's TAP""",b'Wii',2008,b'Misc',b'Sega',0.09,0.06,0.01,0.02,0.18
8062,b'X-Men Origins: Wolverine',b'PS2',2009,b'Action',b'Activision',0.13,0.0,0.0,0.05,0.18
8063,b'TalkMan (Japan)',b'PSP',2005,b'Misc',b'Sony Computer Entertainment',0.0,0.0,0.18,0.0,0.18
8064,"b""Cabela's Adventure Camp""",b'Wii',2011,b'Misc',b'Activision',0.15,0.02,0.0,0.01,0.18
8065,"b""LEGO Marvel's Avengers""",b'3DS',2016,b'Action',b'Warner Bros. Interactive Entertainment',0.07,0.08,0.01,0.01,0.18
8066,b'Bloody Roar: Primal Fury',b'GC',2002,b'Fighting',b'Activision',0.14,0.04,0.0,0.0,0.18
8067,b'Shrek SuperSlam',b'DS',2005,b'Action',b'Activision',0.17,0.0,0.0,0.01,0.18
8068,b'We Sing UK Hits',b'Wii',2011,b'Misc',b'Nordic Games',0.0,0.16,0.0,0.02,0.18
8069,b'Mega Man Soccer',b'SNES',1993,b'Sports',b'Capcom',0.04,0.01,0.13,0.0,0.18
8070,b'The Chronicles of Narnia: Prince Caspian',b'X360',2008,b'Action',b'Disney Interactive Studios',0.16,0.01,0.0,0.01,0.18
8071,b'ZhuZhu Puppies',b'DS',2011,b'Simulation',b'Activision',0.13,0.04,0.0,0.01,0.18
8072,b'Rabbids Party Collection',b'Wii',2010,b'Misc',b'Ubisoft',0.0,0.16,0.0,0.02,0.18
8073,b'Trinity Universe',b'PS3',2009,b'Role-Playing',b'Nippon Ichi Software',0.07,0.06,0.03,0.02,0.18
8074,b'Jewel Match',b'DS',2010,b'Puzzle',b'PlayV',0.05,0.12,0.0,0.02,0.18
8075,b'FIFA Soccer 07',b'GC',2006,b'Sports',b'Electronic Arts',0.14,0.04,0.0,0.0,0.18
8076,b'Dungeon Travelers 2: The Royal Library & The Monster Seal',b'PSV',2014,b'Role-Playing',b'Atlus',0.07,0.03,0.05,0.03,0.18
8077,b'Dying Light',b'PC',2015,b'Action',b'Warner Bros. Interactive Entertainment',0.11,0.06,0.0,0.02,0.18
8078,b'Vampire Savior: The Lord of Vampire',b'SAT',1998,b'Fighting',b'Capcom',0.0,0.0,0.18,0.0,0.18
8079,b'Pok\xe9mon I Choose You / Squirtle Squad Game Boy Advance Video',b'GBA',2004,b'Misc',b'Nintendo',0.13,0.05,0.0,0.0,0.18
8080,b'Super Robot Taisen UX',b'3DS',2013,b'Role-Playing',b'Namco Bandai Games',0.0,0.0,0.18,0.0,0.18
8081,b'Six Flags Fun Park',b'DS',2008,b'Misc',b'Brash Entertainment',0.17,0.0,0.0,0.01,0.18
8082,b'Test Drive Off-Road Wide Open',b'XB',2001,b'Racing',b'Infogrames',0.15,0.03,0.0,0.01,0.18
8083,b'Guilty Gear Xrd: Sign',b'PS3',2014,b'Fighting',b'Arc System Works',0.09,0.0,0.07,0.02,0.18
8084,b'Pro Yaky? Spirits 2011',b'PS3',2011,b'Sports',b'Konami Digital Entertainment',0.0,0.0,0.18,0.0,0.18
8085,b'Ben 10 Ultimate Alien: Cosmic Destruction',b'X360',2010,b'Platform',b'D3Publisher',0.1,0.06,0.0,0.02,0.18
8086,b'Dengeki Bunko Fighting Climax',b'PSV',2014,b'Fighting',b'Sega',0.08,0.0,0.07,0.03,0.18
8087,b'Battle Commander: Hachibushu Shura no Heihou',b'SNES',1991,b'Strategy',b'Banpresto',0.0,0.0,0.18,0.0,0.18
8088,b'Backbreaker',b'X360',2006,b'Sports',b'Unknown',0.17,0.0,0.0,0.01,0.18
8089,b'Odin Sphere: Leifthrasir',b'PS4',2016,b'Role-Playing',b'Nippon Ichi Software',0.06,0.03,0.07,0.02,0.18
8090,b'Bad Boys: Miami Takedown',b'XB',2004,b'Shooter',b'Empire Interactive',0.14,0.04,0.0,0.01,0.18
8091,b'Jampack Vol. 1',b'PS',1996,b'Misc',b'Sony Computer Entertainment',0.1,0.07,0.0,0.01,0.18
8092,b'Spider-Man: Friend or Foe',b'PSP',2007,b'Action',b'Activision',0.16,0.0,0.0,0.01,0.18
8093,b'Mega Man X: Command Mission',b'PS2',2004,b'Role-Playing',b'Capcom',0.09,0.07,0.0,0.02,0.18
8094,b'Tokyo Xtreme Racer DRIFT',b'PS2',2003,b'Racing',b'Genki',0.09,0.07,0.0,0.02,0.18
8095,b'Moon',b'PS',1997,b'Adventure',b'ASCII Entertainment',0.0,0.0,0.17,0.01,0.18
8096,b'FIFA Soccer 11',b'PC',2010,b'Sports',b'Electronic Arts',0.0,0.14,0.0,0.04,0.18
8097,b'LEGO Marvel Super Heroes',b'PC',2013,b'Action',b'Warner Bros. Interactive Entertainment',0.04,0.12,0.0,0.02,0.18
8098,"b""Cabela's Big Game Hunter 2005 Adventures""",b'XB',2004,b'Sports',b'Activision',0.13,0.04,0.0,0.01,0.18
8099,b'Disney Friends',b'DS',2007,b'Simulation',b'Disney Interactive Studios',0.13,0.04,0.0,0.01,0.18
8100,"b""Sesame Street: Elmo's Letter Adventure""",b'N64',1999,b'Misc',b'NewKidCo',0.14,0.04,0.0,0.0,0.18
8101,b'Re-Volt',b'N64',1999,b'Racing',b'Acclaim Entertainment',0.14,0.04,0.0,0.0,0.18
8102,b'Gokujou Parodius',b'SNES',1994,b'Shooter',b'Konami Digital Entertainment',0.0,0.0,0.18,0.0,0.18
8103,b'Hyperdimension Neptunia',b'PSV',2013,b'Role-Playing',b'Compile Heart',0.09,0.0,0.07,0.02,0.18
8104,b'Gauntlet: Dark Legacy',b'GC',2002,b'Action',b'Midway Games',0.14,0.04,0.0,0.0,0.18
8105,"b""A.C.E.: Another Century's Episode 2""",b'PS2',2006,b'Simulation',b'Banpresto',0.0,0.0,0.18,0.0,0.18
8106,b'Guitar Hero Live',b'WiiU',2015,b'Misc',b'Activision',0.12,0.04,0.0,0.02,0.18
8107,b'Shadow The Hedgehog',b'XB',2005,b'Platform',b'Sega',0.13,0.04,0.0,0.01,0.18
8108,b'Ridge Racer Unbounded',b'PS3',2012,b'Racing',b'Namco Bandai Games',0.05,0.1,0.0,0.03,0.18
8109,b'Burnout Legends',b'DS',2005,b'Racing',b'Electronic Arts',0.15,0.02,0.0,0.01,0.18
8110,b'Horrid Henry: Missions of Mischief',b'DS',2010,b'Adventure',b'SouthPeak Games',0.01,0.15,0.0,0.02,0.18
8111,b'Batman: Vengeance',b'GBA',2001,b'Adventure',b'Ubisoft',0.13,0.05,0.0,0.0,0.18
8112,b'Full Auto 2: Battlelines',b'PS3',2006,b'Racing',b'Sega',0.14,0.02,0.0,0.02,0.18
8113,b'Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou',b'DC',2000,b'Sports',b'Sega',0.0,0.0,0.18,0.0,0.18
8114,b'The Adventures of Cookie & Cream',b'PS2',2000,b'Puzzle',b'Empire Interactive',0.09,0.07,0.0,0.02,0.18
8115,b'Van Helsing',b'XB',2007,b'Action',b'Activision',0.13,0.04,0.0,0.01,0.18
8116,b'Aliens: Colonial Marines',b'PC',2013,b'Shooter',b'Sega',0.1,0.06,0.0,0.02,0.18
8117,b'Splatterhouse',b'X360',2010,b'Action',b'Namco Bandai Games',0.14,0.03,0.0,0.01,0.18
